19861;&;19912;&;0.495732;&;0.238341;&;TRUE;\\
20070;&;19978;&;0.500948;&;0.596404;&;TRUE;\\
19896;&;20108;&;0.496605;&;0.447597;&;TRUE;\\
19906;&;19982;&;0.496855;&;0.624397;&;TRUE;\\
19790;&;19908;&;0.49396;&;0.226582;&;TRUE;\\
19923;&;19817;&;0.497279;&;0.0324881;&;TRUE;\\
19808;&;19950;&;0.494409;&;0.429839;&;TRUE;\\
19890;&;20251;&;0.496456;&;0.027924;&;TRUE;\\
19805;&;20169;&;0.494334;&;0.164812;&;TRUE;\\
19831;&;19934;&;0.494983;&;0.34245;&;TRUE;\\
19894;&;20070;&;0.496556;&;0.704157;&;TRUE;\\
19893;&;19950;&;0.496531;&;0.41829;&;TRUE;\\
19873;&;20027;&;0.496031;&;0.976085;&;TRUE;\\
19905;&;19960;&;0.49683;&;0.478038;&;TRUE;\\
19862;&;20006;&;0.495757;&;0.810466;&;TRUE;\\
19846;&;20157;&;0.495357;&;0.207994;&;TRUE;\\
19921;&;20072;&;0.497229;&;0.689383;&;TRUE;\\
20030;&;19888;&;0.49995;&;0.153045;&;TRUE;\\
19918;&;19962;&;0.497155;&;0.490527;&;TRUE;\\
19872;&;20102;&;0.496006;&;0.478028;&;TRUE;\\
19909;&;20016;&;0.49693;&;0.880855;&;TRUE;\\
19887;&;19981;&;0.496381;&;0.624393;&;TRUE;\\
19785;&;19995;&;0.493835;&;0.741561;&;TRUE;\\
20144;&;20015;&;0.502796;&;0.872978;&;TRUE;\\
19963;&;20137;&;0.498278;&;0.294098;&;TRUE;\\
19854;&;19885;&;0.495557;&;0.14735;&;TRUE;\\
20020;&;19945;&;0.4997;&;0.390168;&;TRUE;\\
19896;&;20062;&;0.496605;&;0.764349;&;TRUE;\\
19932;&;20062;&;0.497504;&;0.764354;&;TRUE;\\
19845;&;20035;&;0.495332;&;0.968116;&;TRUE;\\
19859;&;20036;&;0.495682;&;0.960151;&;TRUE;\\
19863;&;20038;&;0.495782;&;0.944234;&;TRUE;\\
20107;&;20098;&;0.501872;&;0.509586;&;TRUE;\\
19841;&;19993;&;0.495233;&;0.711578;&;TRUE;\\
19859;&;20021;&;0.495682;&;0.928339;&;TRUE;\\
19883;&;19960;&;0.496281;&;0.484253;&;TRUE;\\
20007;&;20047;&;0.499376;&;0.880859;&;TRUE;\\
19850;&;20046;&;0.495457;&;0.880849;&;TRUE;\\
19969;&;20014;&;0.498428;&;0.865116;&;TRUE;\\
19890;&;19925;&;0.496456;&;0.29408;&;TRUE;\\
19882;&;20040;&;0.496256;&;0.92834;&;TRUE;\\
20009;&;20100;&;0.499426;&;0.496848;&;TRUE;\\
19852;&;20040;&;0.495507;&;0.928339;&;TRUE;\\
19921;&;19799;&;0.497229;&;0.0204375;&;TRUE;\\
19796;&;20131;&;0.494109;&;0.312815;&;TRUE;\\
19923;&;19960;&;0.497279;&;0.478043;&;TRUE;\\
19826;&;19950;&;0.494858;&;0.429848;&;TRUE;\\
19959;&;20131;&;0.498178;&;0.322554;&;TRUE;\\
19814;&;19939;&;0.494559;&;0.368446;&;TRUE;\\
19824;&;20050;&;0.494808;&;0.841589;&;TRUE;\\
19899;&;20037;&;0.49668;&;0.960152;&;TRUE;\\
19874;&;19874;&;0.496056;&;0.119032;&;TRUE;\\
19833;&;20269;&;0.495033;&;0.0173911;&;TRUE;\\
19994;&;20178;&;0.499052;&;0.14461;&;TRUE;\\
19981;&;19877;&;0.498727;&;0.123858;&;TRUE;\\
19927;&;20015;&;0.497379;&;0.872978;&;TRUE;\\
19773;&;19954;&;0.493535;&;0.459584;&;TRUE;\\
19884;&;19940;&;0.496306;&;0.368477;&;TRUE;\\
19947;&;20015;&;0.497878;&;0.87298;&;TRUE;\\
20110;&;20108;&;0.501947;&;0.447611;&;TRUE;\\
19804;&;19888;&;0.494309;&;0.158819;&;TRUE;\\
20002;&;19896;&;0.499251;&;0.177361;&;TRUE;\\
19902;&;19988;&;0.496755;&;0.667432;&;TRUE;\\
19875;&;19801;&;0.496081;&;0.0221194;&;TRUE;\\
19936;&;19894;&;0.497604;&;0.171019;&;TRUE;\\
19872;&;19984;&;0.496006;&;0.645759;&;TRUE;\\
19947;&;19979;&;0.497878;&;0.603347;&;TRUE;\\
19991;&;20143;&;0.498977;&;0.267379;&;TRUE;\\
19838;&;20093;&;0.495158;&;0.535546;&;TRUE;\\
19984;&;20174;&;0.498802;&;0.155936;&;TRUE;\\
19927;&;20029;&;0.497379;&;0.984056;&;TRUE;\\
19881;&;20035;&;0.496231;&;0.968117;&;TRUE;\\
19911;&;20005;&;0.49698;&;0.795017;&;TRUE;\\
19954;&;20009;&;0.498053;&;0.826005;&;TRUE;\\
19904;&;20162;&;0.496805;&;0.193939;&;TRUE;\\
19792;&;20167;&;0.49401;&;0.170967;&;TRUE;\\
19830;&;19998;&;0.494958;&;0.756725;&;TRUE;\\
19946;&;20124;&;0.497853;&;0.357948;&;TRUE;\\
19862;&;20019;&;0.495757;&;0.912473;&;TRUE;\\
19678;&;20113;&;0.491164;&;0.384532;&;TRUE;\\
19831;&;20095;&;0.494983;&;0.515986;&;TRUE;\\
19857;&;19961;&;0.495632;&;0.490508;&;TRUE;\\
19921;&;20012;&;0.497229;&;0.849424;&;TRUE;\\
19928;&;19969;&;0.497404;&;0.535573;&;TRUE;\\
19830;&;19896;&;0.494958;&;0.183824;&;TRUE;\\
19954;&;20004;&;0.498053;&;0.787323;&;TRUE;\\
20019;&;19935;&;0.499676;&;0.337441;&;TRUE;\\
19667;&;20073;&;0.49089;&;0.638512;&;TRUE;\\
19906;&;19956;&;0.496855;&;0.453598;&;TRUE;\\
20021;&;19911;&;0.499725;&;0.230512;&;TRUE;\\
19731;&;19963;&;0.492487;&;0.522411;&;TRUE;\\
19867;&;20057;&;0.495882;&;0.79501;&;TRUE;\\
19923;&;19999;&;0.497279;&;0.749155;&;TRUE;\\
19807;&;19920;&;0.494384;&;0.276036;&;TRUE;\\
20076;&;20138;&;0.501098;&;0.289528;&;TRUE;\\
19995;&;20083;&;0.499076;&;0.610336;&;TRUE;\\
19891;&;20085;&;0.496481;&;0.596387;&;TRUE;\\
19876;&;20054;&;0.496106;&;0.818224;&;TRUE;\\
19986;&;19734;&;0.498852;&;0.00300093;&;FALSE;\\
19686;&;20081;&;0.491364;&;0.589384;&;TRUE;\\
